dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10
83,795,7797,38,673,8832,42,861,1436,44
62,131,4537,72,312,2786,9,772,2999,8
4,623,4516,33,237,4395,98,169,9610,37
65,796,3642,76,414,9797,54,564,5193,19
89,105,7213,52,470,8467,62,131,9929,74
92,363,482,28,244,7553,75,122,6313,7
17,330,9021,43,436,7633,7,626,3875,36
8,927,9345,92,552,3018,95,675,8017,92
21,758,9111,55,286,247,61,396,6626,48
27,42,1909,1,394,1909,36,356,1240,8
59,909,9943,57,581,3502,66,85,6493,56
11,62,3274,14,958,7483,50,261,8825,25
36,770,3479,44,69,7379,68,128,8962,3
81,248,1827,39,279,969,57,147,653,18
97,966,236,77,967,5491,56,674,8002,53
41,731,9794,44,247,1868,91,646,621,94
53,493,8314,37,819,2394,85,554,2790,84
41,429,2021,89,282,2117,96,572,1544,39
66,992,1374,12,503,9612,84,431,8514,15
55,721,7437,88,691,6690,47,239,188,93
45,988,8626,54,452,4868,23,286,124,8
4,596,552,18,611,1675,29,581,8457,90
55,929,598,0,502,2182,30,32,2026,68
22,478,5123,3,866,9912,86,733,754,96
61,683,4926,65,696,6806,30,117,9103,42
12,525,6429,52,785,6937,32,349,3316,57
58,529,8207,54,231,5158,67,440,5682,72
87,428,4023,21,211,1819,96,302,8812,17
27,684,8141,13,770,2601,34,220,8129,39
80,869,8000,35,492,3922,81,549,5489,50
5,473,5977,41,208,9271,30,634,3900,14
60,152,3293,37,145,4657,64,247,7665,81
60,565,7870,39,162,3143,74,899,5893,64
90,641,8100,71,696,3258,89,500,7983,18
44,32,8035,79,589,5233,5,791,1793,69
92,811,7860,37,334,2830,54,183,9473,84
11,981,3908,28,415,955,85,631,7939,36
34,740,9481,21,475,6679,21,418,2909,59
61,810,5135,46,899,5005,29,781,5925,86
4,442,785,26,225,6651,68,401,4721,75
65,127,8575,68,122,457,97,516,9067,12
74,935,9241,45,646,4143,6,977,5599,24
67,340,4374,95,373,5340,88,578,5985,49
85,951,3778,23,57,8906,63,875,8014,44
64,385,8742,70,385,9810,48,383,4195,80
79,734,8931,0,652,2661,28,564,250,84
65,261,683,99,263,7252,93,696,519,26
40,565,4704,77,634,8663,29,847,8567,57
26,453,3220,4,612,1923,4,426,5058,32
75,220,1059,30,88,334,78,527,8548,41
4,406,6410,79,23,7744,10,945,7555,21
4,110,8181,7,312,9411,44,644,5918,33
85,57,1518,83,962,1955,41,450,4331,68
12,353,3858,42,2,1013,52,223,5155,18
79,740,6555,70,163,8042,87,877,8723,93
89,902,4687,81,913,7062,85,997,2630,33
8,626,4737,30,535,7277,55,300,2892,70
47,260,8455,87,152,973,83,786,84,72
31,245,1507,95,375,4765,50,434,7321,52
82,174,1620,68,870,7314,45,476,9036,79
35,249,2637,59,72,7037,98,68,1670,27
91,891,3643,53,693,378,83,615,7578,43
14,559,8764,69,370,7877,42,163,3484,18
8,989,6609,9,669,9036,60,536,8172,95
15,898,7651,1,770,2128,10,527,5530,46
5,334,759,41,188,9464,25,190,7116,6
71,455,8283,83,592,7256,4,725,9227,5
32,798,5909,14,116,5709,24,8,6177,25
95,918,1165,97,361,614,26,26,5767,40
99,207,3357,11,480,2186,39,194,1938,21
41,206,1517,95,398,797,54,762,3546,61
58,473,7375,76,48,3157,45,780,5950,2
35,490,8816,78,746,7276,8,316,1881,6
33,176,769,66,677,3902,44,129,2670,23
1,804,9065,53,494,8276,92,142,5604,16
12,348,1276,18,172,2015,14,703,1383,19
42,367,4742,64,932,7513,4,746,3009,42
73,530,4709,25,4,8310,18,383,1817,55
56,72,7276,41,788,9806,71,134,5594,99
6,543,1999,95,16,2634,15,267,3506,8
58,445,6077,16,746,5403,57,869,8956,95
58,787,2115,57,455,1949,54,66,1888,67
50,747,5819,73,809,6426,79,931,5851,91
2,315,6545,44,752,7145,30,615,9448,15
26,650,3669,27,206,9345,77,35,9908,71
77,161,6888,69,612,6077,62,216,387,35
53,95,1912,21,996,5780,44,675,7497,39
93,52,5815,42,908,5248,58,32,400,33
63,176,2030,8,523,1711,42,675,8465,34
33,832,5602,48,882,696,11,570,1179,50
22,422,3895,47,219,3164,57,956,7134,97
47,95,1961,70,460,9203,80,73,5292,29
54,67,7262,14,98,8408,90,659,8105,23
16,181,484,7,122,3001,53,944,2468,38
78,963,8964,23,705,3406,14,817,6613,69
61,878,4058,14,903,9513,11,109,2556,7
60,918,3219,7,410,5171,4,484,8408,72
60,765,3266,21,290,85,62,22,6424,16
43,958,831,96,972,6063,43,420,2796,90
70,952,9666,73,937,1459,91,1,2411,86
2,252,2244,0,654,5810,61,400,3164,48
72,984,1861,95,331,3204,23,386,7176,79
66,163,6826,25,568,2091,13,109,9549,40
98,51,8684,75,970,4578,52,130,4431,81
7,98,2478,39,906,6700,41,537,4452,53
25,123,6466,92,165,1333,24,131,249,33
14,914,7693,46,261,3399,29,95,2575,43
4,532,3535,51,421,2252,22,877,1316,19
12,595,7092,76,136,5291,26,19,6830,17
78,462,8952,48,854,133,60,651,4440,43
11,427,2781,63,624,6857,84,511,3021,84
98,159,3579,21,292,6630,78,27,8771,32
62,672,7142,59,682,494,40,606,2387,24
7,827,6195,89,722,2805,57,658,495,48
73,452,9183,71,717,6716,41,624,6223,76
33,750,9946,2,606,752,10,131,4875,49
71,389,5611,42,827,9690,53,335,3828,34
21,993,2829,1,580,4825,15,318,7182,10
49,640,310,91,738,1885,68,502,7446,89
11,244,4624,51,979,9410,5,492,3579,18
21,362,8205,22,31,4110,41,906,272,50
90,270,8826,54,434,3295,68,851,6440,1
57,870,9070,18,383,8028,83,539,2475,37
81,824,6722,58,787,918,33,43,2853,97
18,875,3869,94,799,7060,98,49,3397,29
4,0,7467,47,832,6912,50,280,9652,79
15,274,6593,6,422,747,66,68,7765,87
40,149,5095,64,950,3888,71,418,2511,19
73,537,7967,25,624,792,78,984,6806,9
18,773,1586,87,280,5488,32,234,8789,40
64,443,8160,5,19,6404,54,169,4372,11
21,252,9271,92,561,3062,49,301,9007,55
16,438,6885,82,319,672,68,347,3527,53
34,705,2847,30,499,8244,40,120,6102,30
38,174,438,39,205,9254,13,857,9165,86
72,45,9615,62,493,1070,52,734,4262,52
54,871,6031,78,141,9914,20,417,289,51
4,994,9546,45,709,9780,48,463,7018,1
72,433,2353,63,606,1670,80,387,6340,43
10,972,3498,4,906,9552,40,263,261,83
77,788,6723,78,523,7538,94,893,5280,6
39,744,2240,70,378,6760,24,590,4093,44
87,537,5965,32,9,3234,99,687,4773,37
83,760,5306,1,572,8745,53,372,3044,55
96,771,2034,33,90,4365,19,177,4816,93
3,354,455,31,761,7300,40,942,8607,18
79,195,7631,2,219,2109,91,207,9826,89
88,364,5066,30,78,7381,26,804,2801,7
57,180,7635,29,186,702,97,91,8953,66
64,28,315,56,980,9991,38,67,5208,61
87,886,8872,37,574,8762,30,627,6487,27
63,279,4809,65,8,5145,46,869,3529,20
66,700,8049,87,606,7726,29,966,9451,13
95,982,1998,29,766,5789,32,601,5350,96
33,65,2715,62,588,3735,11,370,8122,44
88,183,3800,0,349,5904,86,782,3957,62
57,9,7027,28,480,1023,39,598,3444,26
66,102,4463,11,510,3705,18,710,7166,22
6,708,8454,43,582,8512,9,915,4441,13
34,949,1250,43,485,2396,67,893,1558,17
28,531,9644,5,908,3303,57,791,868,60
24,962,5865,71,265,9186,42,535,7524,69
27,421,1933,39,23,9494,99,239,4011,83
87,99,5105,17,280,8068,80,903,8648,40
68,355,6477,10,106,1086,98,676,1924,38
26,235,8473,4,769,5105,73,640,3557,4
73,655,3498,42,602,2907,65,88,7433,20
75,181,4707,63,999,2295,92,30,2254,82
81,378,8831,86,334,131,97,635,9164,86
7,386,5243,77,974,7141,46,192,5434,91
37,63,8236,86,155,2311,63,177,4095,13
93,892,5689,51,563,3312,4,975,8187,78
8,92,3337,10,695,1113,50,32,204,6
42,539,9089,91,421,7674,88,821,4346,91
24,57,1202,68,898,9354,81,246,6806,19
93,925,3991,77,745,7963,69,392,7885,18
65,553,3281,8,608,4810,64,388,2127,55
16,448,9228,85,786,6913,12,53,9836,39
6,510,2084,75,294,405,47,629,3075,97
21,74,977,44,398,5305,50,864,5717,67
9,199,3616,50,314,4144,4,758,7201,19
89,665,6749,88,788,1115,28,109,2059,71
12,694,216,23,958,3088,64,516,4090,7
41,824,3325,59,244,737,65,624,6830,42
27,79,1095,48,176,3951,27,664,6081,7
99,218,3401,76,416,2933,47,163,6918,45
58,475,5024,10,918,6475,60,652,6619,14
10,763,1648,47,990,9284,63,569,7321,48
8,780,5980,32,257,6305,97,243,871,85
79,40,9234,49,263,5604,23,614,2418,45
80,480,5438,35,560,2473,75,108,4339,97
54,80,9825,1,346,5318,34,608,9761,36
4,864,5996,60,490,7490,45,152,9040,86
68,687,7270,45,853,2987,60,261,36,0
37,111,7204,73,176,8389,38,715,8348,77
94,212,3940,7,53,706,11,216,5856,5
65,373,1167,35,65,4255,44,627,5841,61
90,300,8886,80,917,4831,30,623,2837,66
82,591,2637,90,880,3885,97,64,9212,50
63,499,8180,1,94,6186,27,582,5797,53
24,262,1819,39,144,8012,96,549,8250,73
51,798,5458,54,6,1427,90,509,7296,53
37,619,2996,78,149,4576,32,25,2123,68
76,345,5580,62,885,1152,23,968,4432,60
92,975,2247,17,829,2466,57,477,2478,57
18,207,6847,61,696,5913,74,854,8854,5
98,85,8200,87,646,4426,32,900,7928,37
24,616,6037,30,546,7490,66,473,4804,20
47,942,1016,91,936,1486,97,994,7923,37
72,784,6190,58,687,8628,38,215,1265,55
60,543,182,17,296,2838,42,29,2795,90
34,408,651,22,987,2440,72,427,9301,99
50,343,3133,34,863,4158,62,717,5675,64
14,100,3324,38,96,1860,20,380,8097,79
85,677,5010,95,97,7062,37,649,858,93
76,696,1020,8,95,3260,65,383,2303,45
48,136,4870,43,280,8076,20,435,5176,69
29,707,1567,36,850,442,18,160,2846,19
20,750,2286,21,571,300,65,403,9970,75
88,862,784,54,127,8272,43,699,3851,53
88,895,1422,88,283,433,83,945,8875,95
85,965,8043,58,607,8371,25,125,1491,89
40,220,554,10,593,8607,68,50,6651,38
2,428,5701,34,846,8840,92,860,4773,70
72,106,6507,98,263,2706,51,691,8075,56
23,448,8284,34,588,2770,54,186,8940,84
95,8,6133,86,393,6851,36,514,8658,82
16,704,4786,58,75,9508,24,393,8669,7
87,833,4346,55,590,2729,1,293,8700,95
7,368,6952,98,720,5021,79,111,5323,14
5,708,2093,16,217,3140,83,931,1439,2
8,797,3693,81,123,2026,94,840,5638,43
14,355,4644,14,690,4173,16,65,6229,35
63,367,3567,21,672,6150,4,274,4454,93
87,243,8760,94,659,8389,82,153,9113,79
49,266,6083,56,631,5305,91,35,1204,85
10,145,4390,26,893,5733,41,360,6048,40
94,33,7280,68,770,16,86,383,2616,72
45,687,1017,27,799,3763,19,820,8773,42
44,261,6289,56,963,1644,14,920,5799,87
76,24,311,31,866,9134,30,67,8056,55
93,122,3409,44,460,1539,24,345,9765,94
58,792,8729,66,5,7728,18,255,6926,95
24,455,699,90,658,6340,26,427,5911,78
11,761,2363,9,426,346,50,411,802,45
84,984,2265,65,484,3771,23,105,1035,94
87,243,91,11,258,8569,19,405,5352,34
25,402,8225,94,91,3915,47,707,5420,76
75,622,1176,50,594,9818,81,367,5969,60
36,573,4464,18,321,5127,75,234,4064,98
84,365,8903,55,609,3444,35,194,9632,0
22,252,8772,13,635,115,10,8,710,25
64,672,4251,24,68,5513,91,521,3031,93
44,933,4257,49,989,7345,6,420,1899,46
73,309,5787,52,774,8727,41,298,1205,44
34,369,5347,64,474,7434,71,475,8658,34
47,922,4826,61,317,6799,23,515,8304,16
27,477,8113,56,748,6440,72,56,7675,47
0,350,7347,90,667,2868,98,548,5894,72
71,800,4109,59,857,5495,65,128,3423,11
40,601,1364,49,157,1239,54,132,2967,6
22,561,7775,11,807,4642,21,567,4402,24
83,143,3838,11,310,6324,21,546,245,96
31,50,9287,88,614,3210,85,545,3416,46
86,153,5842,27,893,7250,1,131,8831,35
6,561,4060,79,537,5002,72,260,5741,68
74,30,708,86,458,585,73,111,8837,84
54,444,9584,96,214,4499,72,710,3894,19
71,606,5459,19,293,6039,27,359,7225,91
42,674,1298,48,472,8715,54,205,5468,78
13,323,7391,45,402,4838,58,907,5365,13
13,740,8856,9,530,347,86,881,921,48
99,263,267,75,311,5613,72,667,6930,10
40,837,1594,90,320,5986,11,226,1987,22
90,79,202,61,578,7137,60,760,3064,48
83,911,7618,7,3,9982,99,508,496,2
88,48,8844,91,229,2847,3,269,126,60
92,107,6595,8,215,5532,74,562,6771,93
13,589,5110,31,306,4291,60,502,1743,57
27,901,9535,90,166,4437,0,664,2127,86
29,316,8754,23,347,5736,42,674,6601,10
78,849,9839,95,377,8957,70,0,9722,36
53,693,4710,39,599,1029,29,321,7189,81
58,949,8732,29,279,4756,3,295,7820,25
84,479,9961,83,351,3562,12,660,8551,79
11,555,6412,2,551,6654,26,143,7711,11
74,160,2716,32,694,7156,44,146,7377,11
38,415,6631,71,138,822,31,677,3439,44
69,718,298,44,574,1578,26,829,5057,4
66,227,8043,55,379,2126,17,620,5447,70
14,793,9518,41,733,5791,30,940,590,98
97,862,8986,46,27,1576,69,729,3990,22
3,514,8752,66,770,2836,1,237,5115,87
97,231,2422,14,379,903,43,990,5807,78
43,611,5791,12,761,6126,46,943,7067,98
38,987,8001,66,779,4450,18,184,2444,94
69,633,7111,68,939,7447,60,818,3507,89
85,93,7579,98,777,6604,58,639,998,3
36,742,2591,95,58,3765,85,289,2274,6
57,34,3890,66,540,5778,8,233,2863,90
31,25,6801,4,948,2447,48,38,272,33
27,198,3526,3,970,4934,5,593,1737,75
89,449,5153,35,583,3045,56,814,4759,45
3,796,1901,43,10,4574,81,997,9682,95
9,940,7185,63,620,2053,31,709,8148,31
26,238,7250,61,320,4767,59,408,3093,13
83,116,8165,24,263,8881,22,142,7068,67
35,660,976,61,317,4352,41,616,4675,75
4,963,4946,19,236,806,5,655,8519,3
80,867,1422,20,383,5925,68,766,7258,80
49,397,9397,74,137,9072,54,619,8233,78
31,197,1472,42,758,5169,11,71,1710,0
98,753,4129,77,207,7062,35,85,1052,78
22,850,1858,78,619,5918,6,788,4760,96
76,700,773,26,678,2609,12,3,2632,87
60,393,9332,94,516,4750,36,162,8402,18
0,646,8724,68,552,6272,54,408,9730,96
30,829,6980,4,493,2983,73,493,1156,71
18,762,7400,24,127,3136,6,107,5186,36
86,473,967,73,232,6891,16,540,4575,45
53,812,6478,38,0,830,17,492,5073,94
33,415,3081,46,878,8227,76,573,7064,86
3,244,9148,54,723,8058,10,200,8977,95
47,179,4589,31,259,8468,31,450,233,61
47,591,8302,59,352,5529,41,446,9108,52
48,920,1937,28,134,3590,47,526,8149,7
59,983,3853,83,129,6014,82,571,6639,14
43,936,316,79,691,5661,59,825,1823,8
33,471,7812,21,430,8036,45,629,2775,85
93,300,6596,27,460,654,27,806,1864,42
55,641,6856,16,952,6910,20,329,5646,59
73,3,8794,16,478,2015,98,994,6225,49
5,626,2796,72,357,518,91,14,279,26
75,473,4904,89,914,6091,56,256,8087,75
75,265,2678,93,475,802,28,459,8971,62
81,480,411,21,318,9427,66,299,3877,11
35,483,1759,64,502,4309,24,18,3372,19
34,207,7651,1,574,5803,76,45,5385,51
24,614,1209,17,459,6714,8,995,5849,17
48,148,2938,64,777,4169,40,929,4787,51
54,388,8861,69,875,190,75,821,4684,87
40,812,4097,80,177,1898,20,460,155,78
56,175,9542,4,291,9748,14,924,149,39
21,517,478,10,989,9945,42,111,8797,61
93,281,8187,76,486,7005,73,206,7001,16
43,146,7150,17,800,9960,0,809,8554,69
28,177,1645,61,661,5308,11,118,8965,84
70,426,8784,6,455,8359,36,996,2838,52
47,590,7736,5,647,5076,40,319,1010,91
2,790,4957,0,673,4809,33,201,6858,10
84,376,6910,57,914,2378,52,591,4737,10
44,296,8618,47,759,2510,23,159,5547,31
19,254,3246,45,190,2157,6,276,1416,55
72,466,479,87,342,3219,15,905,5787,89
35,747,9846,34,159,8449,43,828,7625,71
59,909,1531,78,924,3646,9,46,9724,19
77,368,1513,51,979,6739,58,202,8128,72
17,273,2976,65,217,5338,44,393,8032,46
96,404,8132,87,693,1073,37,673,1703,51
65,344,9426,21,462,3602,53,92,4783,74
30,578,2587,73,357,2737,31,149,991,24
85,80,6242,29,849,2149,18,775,8640,58
8,270,3566,37,545,5025,87,589,5598,4
19,13,7492,68,418,8831,54,24,8964,44
19,738,453,38,49,1818,32,45,8122,56
46,163,9238,37,368,879,90,428,1950,36
0,910,1693,91,543,3498,9,668,3689,77
93,597,3347,24,833,4603,92,873,8589,82
82,383,838,48,430,6875,26,195,9076,44
99,844,5068,65,589,519,64,916,5672,92
13,15,2496,16,615,3164,8,952,8578,28
0,400,2860,99,824,1062,50,641,8732,85
68,506,5121,29,96,7739,54,143,6338,91
9,976,3281,86,427,1536,18,433,5151,33
72,901,3806,98,124,7252,25,680,4521,91
48,548,9787,11,157,434,86,699,5588,27
13,923,8657,63,136,4181,17,305,8854,92
59,215,1783,89,712,9452,94,650,260,52
81,455,3824,76,875,9610,61,982,3183,64
41,663,8436,61,4,8390,70,703,2545,4
58,451,6829,73,34,8029,50,410,4925,78
24,863,2262,79,399,6318,70,412,9267,54
35,511,8463,85,565,2314,74,93,5096,31
94,627,6407,11,197,4350,93,929,3275,19
34,66,512,21,266,8906,46,672,5807,48
90,37,8066,52,81,5906,26,148,8910,96
85,825,1022,37,320,5306,3,696,7857,16
10,215,5681,36,280,6728,10,757,169,38
9,858,7890,46,953,8070,89,77,5970,82
7,22,312,91,790,4103,33,679,4655,83
91,468,8147,8,298,6657,17,364,2220,47
22,787,6461,83,727,1512,53,928,4891,13
5,66,9456,10,727,8136,17,891,4851,53
77,338,4943,73,517,6756,51,661,6696,15
87,295,1798,12,402,3683,91,927,6549,54
63,995,4876,84,355,984,10,750,447,53
72,125,4628,60,782,9210,58,319,4110,51
45,0,3467,92,2,5653,89,195,9719,65
37,404,3546,60,167,8867,3,19,1337,71
24,561,2447,23,618,4126,49,545,9115,35
93,521,5906,67,286,7620,9,84,1093,44
85,285,2680,1,303,6454,98,399,2647,65
1,284,7006,62,326,7617,95,598,5969,18
88,2,1196,77,347,8640,68,799,8607,80
23,235,8142,74,302,6397,36,625,320,70
66,139,7956,46,892,4929,80,36,3927,27
89,604,2194,4,930,6954,82,179,3221,71
93,964,3647,40,705,6435,70,268,6158,55
92,211,224,35,455,4276,40,713,8526,97
70,43,2899,69,201,7369,45,905,7149,56
60,588,55,98,283,9686,41,712,4002,71
8,514,5241,98,774,9740,96,192,6364,48
44,401,3100,59,234,3111,65,949,581,29
93,825,2801,5,218,160,71,303,398,19
15,583,4441,84,573,8334,21,711,6309,43
13,934,4865,1,85,2652,27,718,2139,52
25,568,959,36,742,3713,28,910,7466,13
45,764,6868,47,60,7791,39,459,8888,3
57,142,2681,53,927,7855,18,229,288,34
73,784,286,17,912,1376,81,227,3043,40
29,96,8665,47,722,1927,33,792,372,3
85,271,5259,58,681,1393,50,234,144,38
55,41,7130,88,423,9907,10,209,292,81
93,243,5442,89,829,2855,81,856,4208,7
31,611,138,86,211,9120,86,788,3918,3
77,63,8412,91,782,7926,69,759,5330,46
22,119,1255,22,28,1026,35,99,6650,70
16,3,2071,21,288,9131,75,55,4314,0
99,405,6382,86,738,5536,37,707,1766,39
92,628,1534,47,240,5433,0,277,267,76
23,377,4905,83,989,5131,97,910,8765,79
46,325,9174,47,83,3907,19,143,719,47
10,462,392,82,316,1175,12,432,5606,28
40,452,9671,67,738,4799,81,260,2941,68
14,119,3577,5,195,1605,74,466,6224,78
85,654,2010,48,332,2412,91,447,5660,56
90,284,5437,90,109,5012,36,639,5061,61
51,626,8555,24,778,1347,7,145,7729,86
33,211,9393,63,41,59,76,404,2534,12
59,338,1558,68,893,8586,83,390,3373,81
56,834,8076,74,173,5864,75,874,8399,6
32,993,442,78,181,1866,95,808,4769,41
20,699,145,30,100,4366,57,868,8200,72
23,543,1241,52,624,4454,45,474,3374,91
19,733,9700,47,805,7129,45,754,9358,77
67,32,5008,56,759,4307,54,440,5840,62
59,255,8661,7,291,1768,8,370,8787,29
45,98,4672,99,15,8720,59,262,4399,66
32,850,8918,67,826,8124,33,135,2617,33
30,256,6720,44,957,7170,20,669,2056,40
33,591,1002,61,492,7319,95,948,1609,82
21,576,2921,76,141,8683,33,342,4914,60
29,153,9441,89,486,3849,67,115,7032,35
4,938,1741,2,496,4284,95,742,647,56
40,538,8988,42,435,2610,13,628,4649,9
44,953,7142,13,351,7353,94,637,9587,31
86,821,1756,13,819,2492,25,839,8409,69
60,45,3320,2,453,3824,7,100,2503,30
12,280,668,25,28,7971,72,287,5520,87
8,18,737,30,916,3828,90,289,4379,96
77,648,8251,76,213,6176,63,752,3620,2
80,238,7351,91,133,9143,71,541,7574,39
34,925,9490,39,753,1020,2,318,3102,32
17,428,183,14,781,9655,50,944,1953,90
11,694,3108,57,61,5046,53,653,3724,45
40,138,2413,25,325,8758,27,407,5657,29
15,220,4420,47,918,4551,96,835,9206,98
93,418,8439,35,607,9076,56,266,5942,61
12,912,7543,62,872,9054,50,292,6177,70
17,484,3659,48,159,4187,59,676,9841,48
75,825,4806,43,450,9116,96,224,4363,92
97,27,5686,7,681,2860,83,606,475,51
50,749,8992,20,338,8600,96,561,1858,16
32,97,3523,2,896,201,44,374,505,96
69,897,8722,90,100,939,1,192,6164,76
81,332,1771,12,3,9958,19,118,5031,14
66,20,1175,8,290,1906,1,535,7344,66
53,681,1018,32,80,9406,85,466,8215,45
5,884,3802,89,857,4915,4,465,8641,47
35,633,6252,1,775,7830,67,563,8638,80
54,854,8450,71,910,8571,76,504,7321,13
49,997,3826,68,218,8545,8,4,9100,34
85,322,2672,17,146,8117,58,968,2603,50
70,971,6761,47,53,7621,17,458,8778,8
93,274,1057,5,248,1649,56,370,2301,63
65,772,6273,56,477,108,32,270,7839,83
95,545,7249,42,336,8322,87,884,2933,19
14,306,3693,67,79,6576,12,601,9497,28
21,169,4953,47,793,3497,87,632,736,56
48,810,435,25,92,8561,54,521,3535,77
37,288,7375,89,272,9274,69,21,9168,93
7,480,3800,21,990,4451,57,183,3571,40
7,328,566,5,237,8172,9,774,4397,5
99,987,835,44,528,9484,13,531,9935,89
83,834,6787,12,661,1446,90,836,2681,37
36,605,8706,28,322,379,54,445,9352,29
71,20,9144,74,805,4217,41,293,9143,28
77,914,3366,53,941,9634,76,753,5526,37
83,109,3563,94,592,4673,46,161,4867,35
98,991,9579,25,239,8563,98,555,9339,49
24,238,7810,61,725,2105,59,43,3848,25
81,217,2874,83,20,8204,81,313,4249,73
53,574,3271,37,53,1392,26,910,5836,34
20,322,2683,0,486,6219,68,991,8127,17
58,266,9434,61,774,8387,30,372,7901,3
30,408,1541,56,249,1233,88,960,4005,65
5,702,387,40,651,9598,75,682,4835,57
41,806,5513,81,246,2488,82,939,2640,26
51,713,6591,38,492,3022,36,243,2105,39
46,890,2320,92,994,3284,73,201,3983,28
83,315,1868,81,606,3153,18,717,8132,40
27,940,6626,45,109,3210,50,76,9922,57
35,512,7807,8,750,5478,8,923,9687,31
39,890,6747,59,477,3167,87,843,6708,61
89,430,4965,41,107,5487,94,982,625,61
12,49,2298,48,194,4052,22,712,2999,55
48,639,3238,29,855,6343,55,972,1839,53
3,70,1964,91,282,6340,42,569,2992,18
97,656,1214,89,593,7173,65,480,9776,70
63,224,6408,81,316,592,54,964,2639,8
97,221,7827,97,605,5708,98,696,9593,36
79,542,5703,84,435,1095,14,9,6544,22
22,410,5484,64,407,6028,96,295,3362,43
57,869,783,77,610,7679,26,662,6001,12
86,926,2937,31,969,8846,46,812,2600,89
14,111,2100,71,80,3271,6,563,879,66
88,857,926,18,989,7508,88,527,601,0
92,145,2794,79,777,8621,9,399,6738,93
99,619,1145,71,680,2227,90,596,9184,73
78,72,5662,45,524,4856,81,236,4688,95
98,603,9390,94,372,8132,80,394,2909,3
45,982,1769,80,837,7884,40,656,6290,76
38,198,1234,48,569,6367,60,62,2198,83
46,431,8572,89,642,7989,8,257,7293,75
36,25,6999,36,514,1343,25,579,1082,5
40,468,3183,74,492,3788,0,125,4190,36
91,372,6846,58,467,2513,26,220,6656,28
44,111,4982,52,984,171,35,830,405,32
29,95,9576,19,273,3953,79,83,6723,95
70,284,2916,1,667,4370,12,689,412,0
67,610,3751,26,620,2032,78,648,541,57
6,823,116,78,694,2657,65,996,9240,59
96,858,4047,88,94,5963,96,537,9989,32
46,750,8081,28,623,4034,73,434,8575,22
46,313,4180,12,232,853,2,152,3350,71
81,323,7711,33,392,5158,60,314,7444,23
78,253,2486,66,975,5238,74,328,2121,34
98,30,9713,82,575,8517,14,969,6853,82
59,970,4124,83,857,1571,76,872,4001,49
4,97,2082,84,724,1765,33,899,3228,40
47,236,110,62,116,3081,87,800,2353,71
86,173,5435,13,150,8083,86,232,4959,58
73,652,9352,44,316,3462,53,664,731,76
88,832,3758,63,398,2063,66,420,3622,79
21,723,553,28,391,9580,81,959,1697,63
94,33,9748,49,167,7964,33,828,9865,15
22,286,6930,14,103,6798,70,395,669,72
91,937,7873,79,647,5907,27,215,4742,4
44,885,7874,43,622,1613,79,883,9975,33
78,828,8449,29,198,1117,43,264,6380,5
51,858,6417,94,906,9096,35,436,4515,46
70,474,8623,30,523,950,98,385,7112,48
45,857,2074,43,625,179,84,896,7892,91
37,189,2538,2,494,9265,75,278,3973,31
39,654,1872,65,748,7885,69,686,1233,53
14,26,1752,14,353,5972,83,238,4187,47
68,41,1908,92,372,2982,37,11,4291,37
11,831,7218,1,525,1547,96,118,6332,0
76,678,3968,79,878,3708,52,547,3307,17
66,887,8854,16,729,3429,14,126,8578,69
56,640,2302,41,11,7448,30,789,395,4
18,730,7610,62,933,2934,97,770,9798,50
89,968,335,15,699,1994,68,778,5157,32
29,349,7282,34,966,1190,52,195,2770,76
91,587,3479,12,891,6226,66,285,1636,19
78,520,3118,74,190,9416,7,651,5788,13
17,707,2789,46,719,5943,62,813,3059,67
62,286,8558,52,651,5882,59,702,8418,81
6,816,1099,16,859,5741,87,403,5614,40
59,167,911,99,539,4070,44,561,6446,62
77,2,5778,87,365,8462,20,767,2990,38
87,511,1149,60,615,2600,95,252,9349,50
62,144,9537,0,626,2937,42,490,3890,70
56,498,7132,82,208,5834,12,87,2056,37
87,929,4292,35,785,4155,82,367,8073,39
74,169,4975,95,951,1773,30,505,4681,22
38,927,2501,74,411,9666,55,644,9354,21
42,934,2017,58,515,2613,9,136,9085,20
55,747,9301,71,532,5955,81,119,458,8
9,949,2879,67,465,6708,53,104,7845,10
96,360,6598,64,464,5705,3,421,337,68
19,426,89,19,407,3910,37,11,9232,1
63,236,2769,50,924,1361,96,125,9675,54
38,449,7934,25,946,250,35,508,4186,26
85,10,5655,87,572,4880,61,838,2343,67
98,7,3850,26,378,8624,69,89,4509,72
27,34,6063,82,104,3781,17,435,5490,72
99,740,7858,10,379,9729,38,656,3522,78
29,794,6632,69,985,5237,23,30,4030,88
57,348,2383,58,168,1463,49,425,7655,99
69,328,7873,91,538,6496,53,838,9858,13
61,584,426,20,44,7552,3,856,2967,77
0,912,9747,58,422,4491,61,329,4772,73
67,129,3010,42,523,7167,97,740,6700,52
24,405,5214,88,706,9012,98,239,471,94
38,60,5218,61,836,8529,39,430,4037,89
10,464,6759,2,545,2759,76,55,3769,81
58,257,9124,71,215,8906,6,257,7290,3
36,505,5102,87,143,3075,43,151,8503,55
75,215,2954,38,185,4503,45,228,7903,72
28,741,9444,12,583,7838,90,166,3378,24
97,345,7553,2,952,4108,22,851,9349,95
81,912,1863,91,601,2468,26,509,9197,2
8,450,5832,31,757,5747,65,773,3353,94
